,y_test,y_pred,lower_pi,upper_pi
45,11.08333333,24.082124671227312,-25.144415534826443,73.30866487728107
46,11.08333333,24.42512529231161,-24.801414913742146,73.65166549836536
47,11.08333333,24.27652318441145,-24.950017021642307,73.5030633904652
48,11.08333333,24.27652318441145,-24.950017021642307,73.5030633904652
49,11.08333333,24.273459793946248,-24.953080412107507,73.5
50,11.08333333,24.27652318441145,-24.950017021642307,73.5030633904652
51,11.08333333,24.273459793946248,-24.953080412107507,73.5
52,11.08333333,24.27652318441145,-24.950017021642307,73.5030633904652
53,11.08333333,24.497745974509115,-24.72879423154464,73.72428618056287
54,11.08333333,24.273459793946248,-24.953080412107507,73.5
55,11.08333333,24.321120538353654,-24.9054196677001,73.54766074440741
56,12.0,24.05426387451143,-25.172276331542324,73.28080408056519
57,9.583333333,24.324183928818858,-24.902356277234897,73.55072413487261
58,9.583333333,24.321120538353654,-24.9054196677001,73.54766074440741
59,44.0,24.273459793946248,-24.953080412107507,73.5
60,7.0,24.273459793946248,-24.953080412107507,73.5
61,31.01666667,24.342089453325006,-24.88445075272875,73.56862965937876
62,31.01666667,24.342089453325006,-24.88445075272875,73.56862965937876
63,68.0,33.8764514645862,-15.350088741467559,83.10299167063995
64,3.0,25.131604106396015,-24.09493609965774,74.35814431244977
65,3.0,24.324183928818858,-24.902356277234897,73.55072413487261
66,65.0,25.1596179677881,-24.066922238265654,74.38615817384186
67,65.0,25.1596179677881,-24.066922238265654,74.38615817384186
68,65.0,25.08394336198861,-24.142596844065146,74.31048356804237
69,65.0,25.09132693859577,-24.135213267457985,74.31786714464953
70,12.85,24.321120538353654,-24.9054196677001,73.54766074440741
71,12.85,24.321120538353654,-24.9054196677001,73.54766074440741
72,12.5,32.765520240721294,-16.46101996533246,81.99206044677504
73,12.5,31.2260146763868,-18.000525529666955,80.45255488244055
74,25.51666667,24.27652318441145,-24.950017021642307,73.5030633904652
75,25.51666667,24.321120538353654,-24.9054196677001,73.54766074440741
76,81.0,24.277309901511924,-24.94923030454183,73.50385010756568
77,17.0,24.27955206430891,-24.946988141744846,73.50609227036267
78,0.333333333,24.32345093951266,-24.903089266541095,73.54999114556642
79,0.333333333,24.74210533994033,-24.484434866113425,73.9686455459941
80,11.0,24.27652318441145,-24.950017021642307,73.5030633904652
81,11.0,24.27652318441145,-24.950017021642307,73.5030633904652
82,16.0,23.795642248002864,-25.430897958050892,73.02218245405662
83,31.98333333,29.453203256184125,-19.77333694986963,78.67974346223788
84,18.0,23.36531808509695,-25.861222120956807,72.5918582911507
85,18.0,23.034330817502454,-26.1922093885513,72.2608710235562
86,18.0,23.215356075207286,-26.01118413084647,72.44189628126104
87,18.0,23.23798349387233,-25.988556712181424,72.46452369992609
88,18.0,22.76881411095352,-26.457726095100234,71.99535431700727
89,18.0,22.82421056431815,-26.402329641735605,72.0507507703719
90,18.0,22.785070983100493,-26.441469222953263,72.01161118915425
91,18.0,22.752178171089472,-26.474362034964283,71.97871837714322
92,18.0,23.633617790702175,-25.59292241535158,72.86015799675593
93,18.0,22.803444715318395,-26.42309549073536,72.02998492137215
94,18.0,22.81700193336624,-26.409538272687517,72.04354213942
95,18.0,23.812114297402644,-25.41442590865111,73.0386545034564
96,18.0,23.682757811486063,-25.543782394567693,72.90929801753981
97,18.0,23.6394488041244,-25.587091401929356,72.86598901017815
98,18.0,24.106294652720266,-25.12024555333349,73.33283485877402
99,18.0,23.859865361327298,-25.366674844726457,73.08640556738105
100,18.0,24.273459793946248,-24.953080412107507,73.5
101,18.0,24.273459793946248,-24.953080412107507,73.5
102,18.0,27.798708527633238,-21.427831678420517,77.025248733687
103,18.0,24.273459793946248,-24.953080412107507,73.5
104,18.0,26.79538164456788,-22.431158561485876,76.02192185062164
105,18.0,24.553510183193715,-24.67303002286004,73.78005038924746
106,18.0,24.290027151697615,-24.93651305435614,73.51656735775137
107,18.0,24.2944287089176,-24.932111497136155,73.52096891497135
108,18.0,24.316230793215546,-24.91030941283821,73.5427709992693
109,18.0,21.326608722307768,-27.899931483745988,70.55314892836152
110,18.0,24.297492099382797,-24.929048106670958,73.52403230543655
111,4.25,24.27597173475714,-24.950568471296616,73.50251194081089
112,30.58333333,24.321120538353654,-24.9054196677001,73.54766074440741
113,30.58333333,24.321120538353654,-24.9054196677001,73.54766074440741
114,76.0,23.789087327533263,-25.437452878520492,73.01562753358702
115,76.0,24.776451449544105,-24.45008875650965,74.00299165559787
116,76.0,26.731913686948953,-22.494626519104802,75.95845389300271
117,76.0,26.09754374504607,-23.128996461007684,75.32408395109982
118,76.0,26.281139795371843,-22.945400410681913,75.5076800014256
119,76.0,22.892954949917236,-26.33358525613652,72.119495155971
120,76.0,25.421654689504415,-23.80488551654934,74.64819489555816
121,76.0,23.96622025200981,-25.260319954043947,73.19276045806356
122,76.0,22.268298185638216,-26.95824202041554,71.49483839169197
123,76.0,22.757033550342992,-26.469506655710763,71.98357375639675
124,76.0,23.233176548822442,-25.993363657231313,72.4597167548762
125,76.0,24.101924618918837,-25.12461558713492,73.3284648249726
126,76.0,24.32814704737383,-24.898393158679927,73.55468725342759
127,76.0,24.321120538353654,-24.9054196677001,73.54766074440741
128,76.0,23.414007124545712,-25.812533081508043,72.64054733059947
129,76.0,25.534375322116343,-23.692164883937412,74.7609155281701
130,55.3,24.50663459325998,-24.719905612793774,73.73317479931373
131,55.3,24.41927434318384,-24.807265862869915,73.6458145492376
132,26.3,24.289013475556327,-24.937526730497428,73.51555368161009
133,26.3,24.273459793946248,-24.953080412107507,73.5
134,11.0,24.111080279746698,-25.115459926307057,73.33762048580046
135,7.0,23.927130354123257,-25.2994098519305,73.153670560177
136,7.0,23.873422579375138,-25.353117626678618,73.09996278542889
137,7.0,23.88967945152211,-25.336860754531646,73.11621965757587
138,7.0,24.117975668435733,-25.108564537618022,73.34451587448949
139,7.0,24.096173584137787,-25.130366621915968,73.32271379019154
140,7.0,24.07829617994798,-25.148244026105775,73.30483638600174
141,7.0,24.07829617994798,-25.148244026105775,73.30483638600174
142,7.0,24.07829617994798,-25.148244026105775,73.30483638600174
143,7.0,24.297492099382797,-24.929048106670958,73.52403230543655
144,7.0,24.476087159847275,-24.75045304620648,73.70262736590104
145,7.0,24.321120538353654,-24.9054196677001,73.54766074440741
146,7.0,24.877014254951305,-24.34952595110245,74.10355446100506
147,8.7,30.40016862410984,-18.826371581943917,79.6267088301636
148,8.7,31.57236081420146,-17.654179391852296,80.79890102025522
149,63.68333333,24.321120538353654,-24.9054196677001,73.54766074440741
150,63.68333333,24.321120538353654,-24.9054196677001,73.54766074440741
151,19.5,24.686775652090756,-24.539764553963,73.91331585814451
152,19.5,25.002560579953414,-24.22397962610034,74.22910078600717
153,19.5,24.797419987311734,-24.42912021874202,74.0239601933655
154,19.5,24.97532720799526,-24.251212998058495,74.20186741404902
155,19.5,24.797756649261114,-24.42878355679264,74.02429685531487
156,19.5,25.0950954863787,-24.131444719675056,74.32163569243245
157,19.5,25.0950954863787,-24.131444719675056,74.32163569243245
158,19.5,24.284611918336342,-24.941928287717413,73.5111521243901
159,19.5,24.273459793946248,-24.953080412107507,73.5
160,19.5,24.075909826484168,-25.150630379569588,73.30245003253792
161,19.5,24.909139236124613,-24.317400969929142,74.13567944217837
162,19.5,24.909139236124613,-24.317400969929142,74.13567944217837
163,19.5,24.913540793344602,-24.312999412709154,74.14008099939835
164,6.4,27.46003050351687,-21.766509702536887,76.68657070957062
165,6.4,27.385120726782105,-21.84141947927165,76.61166093283586
166,6.4,29.6645308775217,-19.562009328532056,78.89107108357545
167,19.0,24.273459793946248,-24.953080412107507,73.5
168,19.0,24.269058236726266,-24.95748196932749,73.49559844278002
169,19.0,24.269058236726266,-24.95748196932749,73.49559844278002
170,19.0,24.09384986155806,-25.132690344495696,73.32039006761181
171,19.0,24.057327264976628,-25.169212941077127,73.28386747103039
172,6.466666667,24.335464473501972,-24.891075732551784,73.56200467955573
173,0.75,24.3316143659363,-24.894925840117455,73.55815457199006
174,0.75,24.273459793946248,-24.953080412107507,73.5
175,0.75,24.273459793946248,-24.953080412107507,73.5
176,0.75,24.273459793946248,-24.953080412107507,73.5
177,13.0,24.768937750633793,-24.457602455419963,73.99547795668755
178,13.0,25.492970007697405,-23.73357019835635,74.71951021375116
179,11.06666667,24.302482024541312,-24.924058181512443,73.52902223059507
180,11.08333333,25.493409748970354,-23.7331304570834,74.7199499550241
181,11.08333333,25.47702497540103,-23.749515230652726,74.70356518145479
182,6.85,24.269058236726266,-24.95748196932749,73.49559844278002
183,6.85,24.291638427356517,-24.93490177869724,73.51817863341027
184,18.0,26.521555092300527,-22.704985113753228,75.74809529835429
185,18.0,26.521555092300527,-22.704985113753228,75.74809529835429
186,18.0,25.78309339991575,-23.443446806138006,75.0096336059695
187,18.0,25.79917226810102,-23.427367937952734,75.02571247415477
188,18.0,26.308088272745962,-22.918451933307793,75.53462847879972
189,18.0,25.71031428923787,-23.516225916815884,74.93685449529163
190,7.0,42.57134433493742,-6.655195871116334,91.79788454099118
191,7.0,26.67242267734161,-22.554117528712144,75.89896288339537
192,7.0,25.603171696655245,-23.62336850939851,74.829711902709
193,23.0,34.03443095565416,-15.192109250399596,83.26097116170791
194,23.0,31.579473689905157,-17.6470665161486,80.80601389595891
195,23.0,26.276123651451684,-22.95041655460207,75.50266385750544
196,26.0,24.273459793946248,-24.953080412107507,73.5
197,26.0,25.838757406608728,-23.387782799445027,75.06529761266248
198,7.883333333,24.104255020077847,-25.122285185975908,73.3307952261316
199,7.883333333,24.099853462857865,-25.12668674319589,73.32639366891162
200,57.0,23.055976769475187,-26.17056343657857,72.28251697552895
201,57.0,23.23290166665203,-25.993638539401726,72.45944187270578
202,57.0,23.23290166665203,-25.993638539401726,72.45944187270578
203,57.0,23.139216308857307,-26.08732389719645,72.36575651491106
204,57.0,23.28550354256447,-25.941036663489285,72.51204374861823
205,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
206,57.0,23.28110198534449,-25.945438220709267,72.50764219139825
207,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
208,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
209,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
210,57.0,23.32024156656215,-25.906298639491606,72.5467817726159
211,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
212,57.0,23.088386544890415,-26.13815366116334,72.31492675094417
213,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
214,57.0,22.873699602308378,-26.352840603745378,72.10023980836213
215,57.0,22.790761259618247,-26.43577894643551,72.017301465672
216,57.0,22.82549928361592,-26.401040922437836,72.05203948966968
217,57.0,22.825391863983118,-26.401148342070638,72.05193207003687
218,57.0,23.25993064253706,-25.966609563516695,72.48647084859081
219,57.0,23.34286898522719,-25.883671220826564,72.56940919128095
220,57.0,23.294668666534733,-25.931871539519022,72.52120887258849
221,57.0,22.820990306763136,-26.40554989929062,72.04753051281689
222,57.0,23.648009559492674,-25.57853064656108,72.87454976554643
223,57.0,24.02948942755322,-25.197050778500536,73.25602963360697
224,57.0,24.184411015607026,-25.04212919044673,73.41095122166078
225,57.0,23.945792879560553,-25.280747326493202,73.17233308561431
226,57.0,24.83689623047877,-24.389643975574984,74.06343643653253
227,57.0,24.797756649261114,-24.42878355679264,74.02429685531487
228,57.0,24.220154195442298,-25.006386010611457,73.44669440149605
229,57.0,24.316718981133672,-24.909821224920083,73.54325918718743
230,57.0,24.327212808716315,-24.89932739733744,73.55375301477007
231,57.0,24.961201537752007,-24.265338668301748,74.18774174380576
232,57.0,24.316718981133672,-24.909821224920083,73.54325918718743
233,57.0,24.111866996847173,-25.114673209206583,73.33840720290092
234,57.0,24.316718981133672,-24.909821224920083,73.54325918718743
235,57.0,24.316718981133672,-24.909821224920083,73.54325918718743
236,57.0,25.15321836362883,-24.073321842424924,74.3797585696826
237,57.0,24.961201537752007,-24.265338668301748,74.18774174380576
238,57.0,26.336525742749973,-22.890014463303782,75.56306594880373
239,57.0,26.298243411492667,-22.92829679456109,75.52478361754642
240,57.0,26.285630331283137,-22.940909874770618,75.51217053733689
241,49.53333333,24.115481836966683,-25.111058369087072,73.34202204302044
242,49.53333333,24.961201537752007,-24.265338668301748,74.18774174380576
243,49.53333333,25.53625184481347,-23.690288361240285,74.76279205086723
244,49.53333333,25.754785859234236,-23.47175434681952,74.98132606528799
245,16.0,24.207353951709536,-25.01918625434422,73.43389415776329
246,16.0,24.111560053852923,-25.114980152200832,73.33810025990668
247,75.0,24.0832861051065,-25.143254100947257,73.30982631116025
248,75.0,24.0832861051065,-25.143254100947257,73.30982631116025
249,75.0,24.0832861051065,-25.143254100947257,73.30982631116025
250,90.0,28.66433948480685,-20.562200721246906,77.8908796908606
251,90.0,28.8188140055839,-20.407726200469856,78.04535421163766
252,90.0,28.203945109408043,-21.022595096645713,77.4304853154618
253,90.0,28.203945109408043,-21.022595096645713,77.4304853154618
254,90.0,22.843102892116626,-26.38343731393713,72.06964309817039
255,90.0,22.860745034570996,-26.36579517148276,72.08728524062475
256,90.0,22.848373800399507,-26.378166405654248,72.07491400645327
257,90.0,22.56889097430419,-26.657649231749566,71.79543118035795
258,90.0,22.918737556765127,-26.30780264928863,72.14527776281888
259,90.0,22.42217398457468,-26.804366221479075,71.64871419062844
260,90.0,22.40980275040319,-26.816737455650564,71.63634295645694
261,90.0,22.361156424734652,-26.865383781319103,71.5876966307884
262,90.0,23.007270729351614,-26.21926947670214,72.23381093540537
263,90.0,28.629718202629924,-20.59682200342383,77.85625840868369
264,90.0,28.442212911869444,-20.784327294184312,77.6687531179232
265,90.0,22.70732048401746,-26.519219722036297,71.93386069007121
266,90.0,23.02605583148651,-26.200484374567246,72.25259603754026
267,90.0,26.741229569788153,-22.485310636265602,75.9677697758419
268,90.0,23.545325948545454,-25.6812142575083,72.77186615459921
269,90.0,27.257367002182743,-21.969173203871012,76.4839072082365
270,90.0,29.169609356861315,-20.05693084919244,78.39614956291507
271,90.0,29.10194312387704,-20.124597082176717,78.32848332993079
272,45.1,24.660356851390294,-24.566183354663462,73.88689705744405
273,45.1,21.657859539573707,-27.56868066648005,70.88439974562746
274,15.0,24.647289033614836,-24.57925117243892,73.8738292396686
275,18.0,24.273459793946248,-24.953080412107507,73.5
276,18.0,24.10009826424593,-25.126441941807826,73.32663847029968
277,18.0,24.07829617994798,-25.148244026105775,73.30483638600174
278,18.0,24.07829617994798,-25.148244026105775,73.30483638600174
279,18.0,24.061177372542303,-25.165362833511452,73.28771757859606
280,66.0,36.17371996325022,-13.052820242803534,85.40026016930398
281,66.0,26.556336684460565,-22.67020352159319,75.78287689051432
282,12.0,24.94994660054683,-24.276593605506925,74.1764868066006
283,12.0,24.07523278948278,-25.151307416570976,73.30177299553654
284,30.0,24.2944287089176,-24.932111497136155,73.52096891497135
285,30.0,24.2944287089176,-24.932111497136155,73.52096891497135
286,1.0,24.27652318441145,-24.950017021642307,73.5030633904652
287,4.7,25.467450908840487,-23.75908929721327,74.69399111489425
288,44.05,24.273459793946248,-24.953080412107507,73.5
289,44.05,24.289013475556327,-24.937526730497428,73.51555368161009
290,93.91666667,25.514378663941702,-23.712161542112053,74.74091886999545
291,93.91666667,25.76038704971738,-23.466153156336375,74.98692725577114
292,10.06666667,28.951541724397337,-20.274998481656418,78.1780819304511
293,10.06666667,28.944465120741736,-20.28207508531202,78.1710053267955
294,3.2,24.057327264976628,-25.169212941077127,73.28386747103039
295,3.2,24.27652318441145,-24.950017021642307,73.5030633904652
296,20.71666667,37.45618562103631,-11.770354585017444,86.68272582709007
297,20.71666667,35.27387880342646,-13.952661402627292,84.50041900948023
298,20.71666667,37.067465001128404,-12.159075204925351,86.29400520718215
299,20.71666667,37.44258084352487,-11.783959362528883,86.66912104957862
300,93.0,24.316718981133672,-24.909821224920083,73.54325918718743
301,93.0,24.321120538353654,-24.9054196677001,73.54766074440741
302,1.916666667,23.923924966454653,-25.302615239599103,73.1504651725084
303,1.916666667,24.090758350776515,-25.13578185527724,73.31729855683027
304,1.916666667,24.057327264976628,-25.169212941077127,73.28386747103039
305,1.916666667,24.072880946586707,-25.153659259467048,73.29942115264046
306,1.916666667,24.057327264976628,-25.169212941077127,73.28386747103039
307,1.916666667,24.06341953533929,-25.163120670714466,73.28995974139305
308,1.916666667,25.102560434063886,-24.12397977198987,74.32910064011764
309,1.916666667,25.09132693859577,-24.135213267457985,74.31786714464953
310,1.916666667,25.13898768300318,-24.087552523050576,74.36552788905693
311,1.916666667,26.33284409838776,-22.893696107665995,75.55938430444152
312,49.0,25.22150939282117,-24.005030813232587,74.44804959887492
313,49.0,25.15321836362883,-24.073321842424924,74.3797585696826
314,5.7,24.316718981133672,-24.909821224920083,73.54325918718743
315,12.56666667,24.280486302966423,-24.946053903087332,73.50702650902018
316,12.56666667,24.273459793946248,-24.953080412107507,73.5
317,12.56666667,24.273459793946248,-24.953080412107507,73.5
318,12.56666667,24.273459793946248,-24.953080412107507,73.5
319,12.56666667,24.27976640566613,-24.946773800387625,73.50630661171988
320,16.0,24.356811392696546,-24.86972881335721,73.5833515987503
321,16.0,24.321120538353654,-24.9054196677001,73.54766074440741
322,10.0,24.413139501928722,-24.813400704125034,73.63967970798248
323,10.58333333,24.387091992736,-24.839448213317755,73.61363219878976
324,10.58333333,24.101924618918837,-25.12461558713492,73.3284648249726
325,16.0,24.05426387451143,-25.172276331542324,73.28080408056519
326,20.0,23.029893867500743,-26.196646338553013,72.2564340735545
327,20.0,23.174180434869296,-26.05235977118446,72.40072064092305
328,20.0,23.174180434869296,-26.05235977118446,72.40072064092305
329,20.0,24.321120538353654,-24.9054196677001,73.54766074440741
330,21.95,24.269058236726266,-24.95748196932749,73.49559844278002
331,34.0,26.423008308451866,-22.80353189760189,75.64954851450563
332,15.0,25.493079466770087,-23.733460739283668,74.71961967282384
333,15.0,25.723008984360494,-23.50353122169326,74.94954919041425
334,19.06666667,24.2944287089176,-24.932111497136155,73.52096891497135
335,29.21666667,24.27652318441145,-24.950017021642307,73.5030633904652
336,29.21666667,24.324183928818858,-24.902356277234897,73.55072413487261
337,87.0,24.321120538353654,-24.9054196677001,73.54766074440741
338,87.0,24.11241844650148,-25.114121759552276,73.33895865255523
339,87.0,24.3316143659363,-24.894925840117455,73.55815457199006
340,87.0,24.101924618918837,-25.12461558713492,73.3284648249726
341,31.5,24.269058236726266,-24.95748196932749,73.49559844278002
342,55.55,24.321120538353654,-24.9054196677001,73.54766074440741
343,55.55,24.321120538353654,-24.9054196677001,73.54766074440741
344,2.0,24.321120538353654,-24.9054196677001,73.54766074440741
345,4.433333333,24.321120538353654,-24.9054196677001,73.54766074440741
346,4.433333333,24.101924618918837,-25.12461558713492,73.3284648249726
347,19.3,24.807634514698307,-24.418905691355448,74.03417472075206
348,19.3,25.419475910163037,-23.80706429589072,74.6460161162168
349,19.3,24.712009657781707,-24.51453054827205,73.93854986383546
350,19.3,25.41180479738163,-23.814735408672124,74.63834500343539
351,19.3,24.07523278948278,-25.151307416570976,73.30177299553654
352,19.3,24.290027151697615,-24.93651305435614,73.51656735775137
353,19.3,24.07523278948278,-25.151307416570976,73.30177299553654
354,19.3,24.07523278948278,-25.151307416570976,73.30177299553654
355,19.3,25.830202037617266,-23.39633816843649,75.05674224367102
356,19.3,26.488262348480763,-22.738277857572992,75.71480255453451
357,54.5,24.91883056221644,-24.307709643837317,74.1453707682702
358,11.21666667,25.117793610922984,-24.10874659513077,74.34433381697674
359,11.21666667,25.053659337562575,-24.17288086849118,74.28019954361633
360,14.0,24.273459793946248,-24.953080412107507,73.5
361,14.0,24.321120538353654,-24.9054196677001,73.54766074440741
362,14.0,24.069817556121507,-25.15672264993225,73.29635776217526
363,14.0,25.134667496861212,-24.091872709192543,74.36120770291497
364,14.0,24.964264928217208,-24.262275277836547,74.19080513427096
365,14.0,24.130946849513908,-25.095593356539847,73.35748705556766
366,20.0,24.29950730313897,-24.927032902914785,73.52604750919272
367,4.0,25.12129912789663,-24.105241078157125,74.34783933395039
368,4.0,24.08031138370415,-25.146228822349606,73.30685158975791
369,16.11666667,24.323745490153847,-24.90279471589991,73.5502856962076
370,16.11666667,25.74374159196889,-23.482798614084864,74.97028179802265
371,21.08333333,24.486398369673264,-24.74014183638049,73.71293857572702
372,21.08333333,24.53593365522993,-24.690606550823826,73.76247386128368
373,21.08333333,24.707662866976662,-24.518877339077093,73.93420307303042
374,44.0,24.549741831198975,-24.67679837485478,73.77628203725273
375,44.0,24.32814704737383,-24.898393158679927,73.55468725342759
376,8.583333333,24.273459793946248,-24.953080412107507,73.5
377,8.583333333,24.072880946586707,-25.153659259467048,73.29942115264046
378,8.583333333,24.101924618918837,-25.12461558713492,73.3284648249726
379,39.26666667,24.938419244359626,-24.28812096169413,74.16495945041338
380,39.26666667,23.306792794474735,-25.91974741157902,72.53333300052849
381,39.26666667,23.306792794474735,-25.91974741157902,72.53333300052849
382,39.26666667,23.258592475782276,-25.96794773027148,72.48513268183603
383,39.26666667,24.933148336076744,-24.29339186997701,74.1596885421305
384,39.26666667,24.70699751705523,-24.519542688998527,73.93353772310898
385,39.26666667,28.76079580033682,-20.465744405716936,77.98733600639058
386,39.26666667,28.551304998297518,-20.675235207756238,77.77784520435128
387,39.26666667,29.033210138483785,-20.19333006756997,78.25975034453754
388,39.26666667,28.871039626009768,-20.355500580043987,78.09757983206353
389,39.26666667,28.858232373422897,-20.368307832630858,78.08477257947665
390,39.26666667,28.874889733575444,-20.351650472478312,78.1014299396292
391,39.26666667,28.85196316113455,-20.374577044919207,78.0785033671883
392,39.26666667,28.88102728586839,-20.345512920185364,78.10756749192214
393,39.26666667,28.862923588113205,-20.36361661794055,78.08946379416696
394,39.26666667,28.88335096056246,-20.343189245491295,78.10989116661622
395,39.26666667,29.061329254829094,-20.165210951224662,78.28786946088285
396,39.26666667,29.044210447423414,-20.182329758630342,78.27075065347717
397,39.26666667,28.94122908013952,-20.285311125914234,78.16776928619328
398,39.26666667,29.021696195725976,-20.20484401032778,78.24823640177974
399,39.26666667,29.153314546682243,-20.073225659371513,78.379854752736
400,39.26666667,25.742172779024706,-23.48436742702905,74.96871298507847
401,39.26666667,25.745236169489907,-23.48130403656385,74.97177637554367
402,39.26666667,25.733816944262887,-23.492723261790868,74.96035715031664
403,39.26666667,25.745236169489907,-23.48130403656385,74.97177637554367
404,13.5,24.05426387451143,-25.172276331542324,73.28080408056519
405,10.0,25.02949256694434,-24.197047639109414,74.2560327729981
406,10.0,25.630790135718133,-23.595750070335622,74.85733034177188
407,10.0,24.968585114359172,-24.257955091694583,74.19512532041293
408,10.0,30.798821297823977,-18.427718908229778,80.02536150387773
409,10.0,25.036876143551503,-24.189664062502253,74.26341634960525
410,10.0,31.083967066122693,-18.142573139931063,80.31050727217645
411,10.0,31.47149286580267,-17.755047340251085,80.69803307185643
412,10.0,26.527384846648463,-22.699155359405292,75.75392505270221
413,10.55,25.766562223900685,-23.45997798215307,74.99310242995443
414,10.55,25.710395904150968,-23.516144301902788,74.93693611020473
415,20.0,24.34525302381061,-24.881287182243145,73.57179322986437
416,20.0,24.32345093951266,-24.903089266541095,73.54999114556642
417,20.0,24.74210533994033,-24.484434866113425,73.9686455459941
418,79.0,27.13070817652127,-22.095832029532485,76.35724838257502
419,79.0,24.19798996904728,-25.028550237006474,73.42453017510104
420,79.0,27.71527826505081,-21.511261941002946,76.94181847110457
421,79.0,24.55439965003226,-24.672140556021496,73.78093985608601
422,79.0,24.478238072126477,-24.74830213392728,73.70477827818023
423,79.0,37.64162264723801,-11.584917558815746,86.86816285329176
424,79.0,37.68829824190958,-11.538241964144177,86.91483844796333
425,79.0,24.695311512952042,-24.531228693101713,73.9218517190058
426,79.0,24.8312821143359,-24.395258091717857,74.05782232038965
427,79.0,24.824897220315403,-24.401642985738352,74.05143742636916
428,79.0,24.835683671555884,-24.39085653449787,74.06222387760964
429,79.0,24.8312821143359,-24.395258091717857,74.05782232038965
430,79.0,24.67288496231619,-24.553655243737566,73.89942516836994
431,79.0,31.011292124452662,-18.215248081601093,80.23783233050642
432,79.0,31.657267817644215,-17.56927238840954,80.88380802369797
433,79.0,33.35689993379388,-15.869640272259872,82.58344013984764
434,79.0,38.69809256644532,-10.528447639608437,87.92463277249908
435,79.0,36.567044666065115,-12.65949553998864,85.79358487211887
436,79.0,32.90265647395777,-16.323883732095986,82.12919668001152
437,37.4,24.15282157273466,-25.073718633319096,73.37936177878842
438,98.0,24.33768789610502,-24.888852309948735,73.56422810215878
439,98.0,24.345152843790206,-24.88138736226355,73.57169304984396
440,98.0,24.297492099382797,-24.929048106670958,73.52403230543655
441,98.0,24.309982390527676,-24.91655781552608,73.53652259658143
442,98.0,24.2944287089176,-24.932111497136155,73.52096891497135
443,98.0,24.2944287089176,-24.932111497136155,73.52096891497135
444,98.0,24.342089453325006,-24.88445075272875,73.56862965937876
445,98.0,24.289013475556327,-24.937526730497428,73.51555368161009
